id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30031455,"Villa Erato in ""Kalliope"" estate - amazing views!",198383280,Maria,,Ιεράπετρας,35.04854,25.64652,Entire home/apt,40,1,2,2019-06-20,2,2,181
30032331,Traditional Cretan house in Drapanos,144814182,Drope BnB,,Αποκορώνου,35.4372,24.23068,Entire home/apt,70,2,0,,,1,343
30033073,"Sirocko/ Luxury, seaview, heated pool, sleeps 10",72711523,Holiways,,Αποκορώνου,35.45855,24.22132,Entire home/apt,660,7,0,,,88,303
30033613,Apartments in Kolymbari-2,51279,Travel & Tourism Greece,,Πλατανιά,35.53884,23.77955,Private room,60,1,0,,,47,143
30034111,Apartments in Kolympari-3 & 4,51279,Travel & Tourism Greece,,Πλατανιά,35.53677,23.77653,Private room,75,1,0,,,47,139
30035643,Apartments in Kolympari-6,51279,Travel & Tourism Greece,,Πλατανιά,35.53679,23.77782,Private room,40,1,0,,,47,124
30038205,Despina's House,153759266,Gianna,,Σητείας,35.16008,26.24754,Entire home/apt,32,1,0,,,4,271
30040961,GALINI APARTMENTS AND STUDIOS,222964205,Giorgos,,Χερσονήσου,35.33222,25.34838,Private room,35,3,0,,,3,128
30051349,Blue Dream Hotel - Quadruple Room,225708719,Giorgos,,Ρεθύμνης,35.38405,24.59377,Private room,80,2,0,,,2,365
30053242,Zentrum Villas | Villa Rokka House,218629446,Nikki,,Πλατανιά,35.51479,23.7885,Entire home/apt,150,6,0,,,2,65
30054463,VILLA ALONI,77832178,Fotini,,Κισσάμου,35.49864,23.61095,Entire home/apt,700,4,0,,,2,322
30057753,Mary Suites Chania | In Chania City Center,225880425,Mary,,Χανίων,35.51351,24.01226,Entire home/apt,70,3,1,2019-02-21,0.24,3,331
30061931,Maria's Place... with FREE bicycles.,116154588,George AirBnB-Helper,,Χανίων,35.57731,24.07861,Entire home/apt,100,3,0,,,35,270
30063760,Private pool★ BBQ★ Sea View★ 10 sleeps,22059572,Fabio,,Χανίων,35.51163,23.94225,Entire home/apt,99,4,1,2019-01-09,0.18,117,108
30066502,Lux Villa 16 sleeps ★Jacuzzi★Helipad★2Private Pool,22059572,Fabio,,Πλατανιά,35.51263,23.88428,Entire home/apt,299,4,3,2019-03-06,0.48,117,85
30075300,Manos Seaside Apartment *Free Parking *A/C,118668923,Μάνος,,Ιεράπετρας,35.04007,25.98227,Entire home/apt,70,3,0,,,1,358
30076458,Casa Canea,160597882,John,,Χανίων,35.51734,24.02289,Entire home/apt,75,3,0,,,1,151
30076579,Theodor Seaview House - 300 m from the beach,226010229,Eleftheria,,Ρεθύμνης,35.37869,24.58381,Entire home/apt,100,4,0,,,1,102
30079209,Relax For Life.,59328450,Νikos,,Ηρακλείου,35.32787,25.13436,Entire home/apt,35,2,9,2019-06-16,3.80,1,50
30080015,A home away from home!,219218088,Antonios,,Ρεθύμνης,35.37108,24.47304,Entire home/apt,70,2,2,2019-06-19,0.56,6,344
30084327,Mary Suites Chania | Near sandy beach,225880425,Mary,,Χανίων,35.51423,24.01223,Entire home/apt,80,3,0,,,3,350
30084474,Mary Suites Chania | In Chania City Center,225880425,Mary,,Χανίων,35.51413,24.01232,Entire home/apt,80,3,2,2019-03-11,0.48,3,342
30086419,Pollis Suites,226071927,Minas,,Χερσονήσου,35.31984,25.39101,Private room,40,2,1,2019-05-19,0.77,1,180
30087215,Trad house for families and couples.SHOCKING PRICE,160063865,Tzagkarakis,,Αγίου Βασιλείου,35.17475,24.54988,Entire home/apt,25,2,9,2019-06-13,1.39,1,326
30091910,villa pna,84025370,Antonis,,Χερσονήσου,35.33268,25.3654,Entire home/apt,180,3,0,,,2,328
30104943,NOSTOS HOME (1),226203353,Χρυσάνθη,,Βιάννου,34.9974,25.36788,Entire home/apt,35,2,2,2019-06-14,1.76,2,161
30107276,NOSTOS HOME (2),226203353,Χρυσάνθη,,Βιάννου,34.99792,25.37139,Entire home/apt,35,2,0,,,2,163
30116344,Make yourself at Home! #1,226292766,Athena,,Μαλεβιζίου,35.33456,25.07687,Entire home/apt,19,3,3,2019-06-24,3,4,49
30119466,Stay & Sail with Us ......,85884395,Mary,,Χανίων,35.51314,24.01627,Entire home/apt,420,4,0,,,1,323
30120601,In the heart of the old Chania harbour,226324788,Γεωργια,,Χανίων,35.51853,24.02206,Private room,40,2,0,,,5,163
30121721,Make yourself at Home! #4,226292766,Athena,,Μαλεβιζίου,35.33426,25.07819,Entire home/apt,25,3,3,2019-06-13,1.88,4,18
30122412,Villa on the beach - with open air gym - House 1,83252057,Stella,,Αγίου Νικολάου,35.30016,25.72687,Entire home/apt,30,5,0,,,2,50
30127025,Boutique villa Kalliope-Unique3bed house in Crete!,226375227,Kalliope,,Αποκορώνου,35.42493,24.21058,Entire home/apt,409,1,2,2019-05-12,0.40,1,285
30133780,Mountain and Private Beach Villa,9779591,Susan,,Αγίου Νικολάου,35.29052,25.70739,Entire home/apt,350,2,0,,,3,258
30139194,Modern House,193271919,Georgia,,Χανίων,35.5044,24.02544,Entire home/apt,38,3,0,,,2,290
30140352,Dennis stylish  apartment - 3 min from the beach,147487998,Despoina,,Χανίων,35.50927,23.97784,Entire home/apt,120,3,0,,,1,353
30141032,Villa Xara Chania,224287692,Xara,,Χανίων,35.51154,23.9352,Entire home/apt,360,5,0,,,1,73
30143597,Ideally located villa 2 with amazing sea views!,22649015,Irini,,Ρεθύμνης,35.34291,24.55684,Entire home/apt,90,4,0,,,6,346
30147268,Ideally located villa with great sea views!,41274700,Turquoise,,Πλατανιά,35.46684,23.80145,Entire home/apt,205,6,0,,,31,128
30148184,Rethymno Apartment under the stars,195273492,Σταμάτης,,Ρεθύμνης,35.36309,24.48868,Entire home/apt,49,3,6,2019-06-16,1.31,1,284
30164059,"Casa Sofia , Cozy Home #1",27829611,Maximos,,Αγίου Βασιλείου,35.21687,24.53465,Entire home/apt,80,2,0,,,32,176
30166556,Fotinari Villa 1 - High quality above a cozy beach,12389816,Kostas,,Αγίου Βασιλείου,35.19379,24.37484,Entire home/apt,495,5,0,,,142,290
30170346,ήσυχο ορμητήριο με θέα τον κάμπο της Μεσσαράς,226657014,Katia,,Φαιστού,35.0103,24.8665,Entire home/apt,30,4,0,,,1,363
30171478,"Fantastiskt 8 & 4 bädds Villor i Maleme, Chania",21710696,Avocadoo,,Πλατανιά,35.51779,23.90686,Entire home/apt,819,7,0,,,4,133
30171589,Spacious and stylish PRVT pool villa in the Nature,116687173,Efi,,Ρεθύμνης,35.35696,24.55496,Entire home/apt,150,6,0,,,115,292
30171879,Cozy apartment by the sea#4,225083720,George,,Ιεράπετρας,35.04039,25.97766,Entire home/apt,35,1,0,,,3,362
30171986,Casa Capitanos,27892218,Traveler,,Χανίων,35.51135,23.97354,Entire home/apt,154,3,0,,,1,195
30172021,"Fantasiskt 6 bädds Villa i Kreta, Apokoronas",21710696,Avocadoo,,Χανίων,35.51227,24.04261,Entire home/apt,3217,7,0,,,4,89
30173223,"casa Sofia, cozy home #2",27829611,Maximos,,Αγίου Βασιλείου,35.21985,24.53633,Entire home/apt,80,2,0,,,32,145
30177164,Make yourself at Home! #2,226292766,Athena,,Μαλεβιζίου,35.3344,25.07637,Entire home/apt,19,3,2,2019-06-18,2,4,68
30183498,Sun City Space (Close to Heraklion Center),161995757,Manolis,,Ηρακλείου,35.33154,25.12359,Entire home/apt,25,2,6,2018-12-30,0.85,4,276
30191182,Villa Mariou,163269593,Stavros,,Αγίου Βασιλείου,35.20131,24.41785,Entire home/apt,300,7,0,,,2,271
30192514,Fotinari Villa 2 - High quality above a cozy beach,12389816,Kostas,,Αγίου Βασιλείου,35.19324,24.3751,Entire home/apt,550,5,0,,,142,290
30193341,Cute Stone-built House with Citrus Garden,5182863,Lida,,Αρχανών - Αστερουσίων,35.23869,25.15884,Entire home/apt,39,2,3,2019-06-17,3,2,289
30196659,Villa Christini,226820073,Ioannis,,Αποκορώνου,35.37171,24.15051,Entire home/apt,214,3,0,,,1,85
30200338,Kallisto traditional house,226842981,Ευαγγελια,,Ρεθύμνης,35.35149,24.4392,Entire home/apt,40,2,3,2019-05-18,0.44,1,5
30201996,Nice house in Rethymno,107248687,"Loic, Estelle & Co",,Ρεθύμνης,35.29636,24.45745,Entire home/apt,114,3,0,,,30,365
30202100,"Cozy studio in the heart of Heraklion, Crete",226854653,George & Minas,,Ηρακλείου,35.33416,25.13456,Entire home/apt,24,2,23,2019-06-24,3.85,3,312
30202402,"Cozy Loft in the center of Heraklion, Crete",226854653,George & Minas,,Ηρακλείου,35.33594,25.1345,Entire home/apt,24,2,19,2019-06-21,3.37,3,112
30203933,"Relax in Pool, Sauna, Hamam and hot Jacuzzi",23896077,Konstantinos,,Ρεθύμνης,35.31839,24.46417,Entire home/apt,220,2,0,,,9,215
30217597,cozy and romandic apartment heraklion-4,165980273,Evangelia,,Μαλεβιζίου,35.33102,25.08054,Entire home/apt,30,1,2,2019-06-26,1.67,3,355
30219862,Sunset studio,215544657,,,Καντάνου - Σέλινου,35.22948,23.67923,Private room,35,2,0,,,4,320
30223820,Villa Veneciana with Heated Pool,226983499,HotelPraxis,,Αποκορώνου,35.31317,24.30947,Entire home/apt,220,1,1,2019-01-16,0.19,1,107
30224834,Quad with Sea View,48163412,Pavlos,,Σφακίων,35.19802,24.07873,Private room,150,1,0,,,3,168
30225259,gallini spiti,6300569,Jean-Philippe,,Σητείας,35.0974,26.21706,Entire home/apt,45,4,0,,,2,363
30235838,Azure Beach Villas,142178493,Olivers,,Κισσάμου,35.50396,23.71346,Entire home/apt,110,1,0,,,22,275
30242178,Comfy central flat -  Vacation House Group,40307460,Μαθιος,,Χανίων,35.51411,24.01237,Entire home/apt,40,3,0,,,2,311
30243738,"Phantom Villas, brand new villa with heated pool",12104019,Juho,,Αποκορώνου,35.45382,24.23076,Entire home/apt,350,1,0,,,1,299
30244782,8 bedrooms luxury villa with amazing view,72711523,Holiways,,Χανίων,35.50904,24.13068,Entire home/apt,500,7,0,,,88,336
30244841,Villa Rodanthi,182422948,Eva,,Φαιστού,35.03394,24.78943,Entire home/apt,125,4,0,,,3,331
30246600,House Emelia,201565570,Dimitris,,Φαιστού,35.07889,24.86984,Entire home/apt,50,4,0,,,3,269
30250218,Villa Stella,198218222,Stathis,,Αγίου Νικολάου,35.30438,25.52495,Entire home/apt,400,7,1,2019-04-12,0.39,2,179
30259318,The perfect place for unique holidays,227235870,Elena,,Σητείας,35.21113,26.18705,Entire home/apt,40,2,0,,,5,365
30260172,Martinengo Apartment at the center of Heraklion,34460213,Kostas,,Ηρακλείου,35.33106,25.13503,Entire home/apt,60,1,0,,,1,336
30260309,Casablu,107081382,Gemma,,Ιεράπετρας,35.07776,25.94214,Entire home/apt,45,1,2,2019-05-10,0.86,1,292
30261961,Karteros Cottage House,227254075,Stella,,Χερσονήσου,35.32805,25.20588,Entire home/apt,50,4,0,,,1,325
30263910,Wabi Sabi house,227291962,Maria,,Ιεράπετρας,35.01276,25.73997,Entire home/apt,50,1,0,,,1,253
30265440,Island Suite,208621894,HotelPraxis,,Αποκορώνου,35.35011,24.30032,Entire home/apt,70,3,1,2019-05-31,1,3,281
30265653,Island Family Suite,208621894,HotelPraxis,,Αποκορώνου,35.35164,24.29794,Entire home/apt,75,3,1,2019-06-22,1,3,296
30269310,Villa Kamáres - seaview villa close to the beach,227335555,Nina,,Κισσάμου,35.41958,23.5676,Entire home/apt,100,4,2,2019-05-25,1.09,1,17
30270656,:: Mesodokia  beach home :Private garden,223880965,Emma,,Ιεράπετρας,35.03938,25.98199,Entire home/apt,80,1,6,2019-06-10,2.28,4,277
30279175,Seaview luxury Aspalathos Villa with swimming pool,227412062,Iro,,Μαλεβιζίου,35.39502,25.03451,Entire home/apt,450,7,0,,,1,105
30281956,Economical Cosy Apartment In The Heart Of Malia,227419354,Kosmas,,Χερσονήσου,35.28203,25.46367,Entire home/apt,25,2,0,,,1,351
30283860,"Chania Old Harbour , Kydonia Double Room",50562275,Vangelis,,Χανίων,35.51672,24.01689,Private room,30,1,6,2019-05-28,2.00,2,359
30286428,¨Sunset¨ double room with sea view,215544657,,,Καντάνου - Σέλινου,35.22893,23.67955,Private room,30,2,0,,,4,328
30287782,"100 meter to the beach, 8 min walk to the old town",48073913,Xristina,,Χανίων,35.51314,24.00909,Entire home/apt,70,3,1,2019-05-01,0.52,4,1
30300125,Island Suites,227573127,HotelPraxis,,Αποκορώνου,35.34573,24.30193,Private room,60,3,1,2019-06-02,1,4,299
30300657,Island Family Suite,227573127,HotelPraxis,,Αποκορώνου,35.34715,24.30217,Private room,70,3,1,2019-06-26,1,4,307
30301106,Island Maxima Suite,227573127,HotelPraxis,,Αποκορώνου,35.34528,24.3001,Private room,105,3,1,2019-06-10,1,4,311
30301848,Anny Sea & Sun Apartments 2-3-4-5 People,202919223,Vagelis,,Αγίου Νικολάου,35.11936,25.73377,Private room,39,2,0,,,4,266
30302318,:Mesodokia Beach studio :Romantique studio :,223880965,Emma,,Ιεράπετρας,35.04013,25.97987,Entire home/apt,30,1,1,2019-06-07,1,4,259
30302351,★Villa Thigatera - Private pool with Sea View★,227584738,Konstantinos,,Μαλεβιζίου,35.39829,25.01961,Entire home/apt,150,3,2,2019-06-12,2,1,226
30303817,CORALI STUDIOS PLAKIAS,112523160,Xrisa,,Αγίου Βασιλείου,35.18933,24.39703,Private room,35,3,0,,,1,275
30305146,Renovated studio few steps from the beach,225516023,Pavlos,,Πλατανιά,35.51781,23.9014,Private room,45,2,0,,,5,232
30307236,Kefalas nr Almyrida detached sea view cottage,84916197,Gwen,,Αποκορώνου,35.41126,24.24358,Entire home/apt,55,5,0,,,1,88
30307412,Apartment with Garden view 40m from the beach,225516023,Pavlos,,Πλατανιά,35.51939,23.89998,Private room,65,2,0,,,5,249
30311881,Sunny  luxury apartment and pool,65787709,Aikaterini,,Χερσονήσου,35.30445,25.23226,Entire home/apt,120,2,0,,,6,204
30312463,Casa Di Xenia,129710594,Chronis,,Χανίων,35.50321,24.01402,Entire home/apt,80,3,4,2019-06-16,1.54,3,293
30316478,Apartement Ela in tradional Stone Villa,55364805,Aspasia,,Αποκορώνου,35.40884,24.24904,Entire home/apt,80,5,0,,,4,291
30318127,“Super Z” apartment,221870805,Ζωή,,Ηρακλείου,35.33817,25.16166,Entire home/apt,22,2,1,2019-04-05,0.36,1,0
30329116,REA's Stone House,227755794,Rea,,Μαλεβιζίου,35.26033,25.00725,Entire home/apt,80,2,2,2019-01-20,0.31,1,364
30331209,Luna's home,159124132,Kallia,,Ηρακλείου,35.19575,25.02657,Entire home/apt,49,2,0,,,1,264
30332024,Chania central flat in Chania Town,9620066,Nassos,,Χανίων,35.51103,24.01308,Entire home/apt,55,2,3,2019-06-11,1.15,1,307
30332456,"Lofos Village Suite, outdoor jacuzzi-sauna",17321789,Ιφιγενεια,,Χανίων,35.51154,23.93641,Entire home/apt,100,5,0,,,14,275
30334022,"Villa with sea view & private pool, Plaka, Elounda",133687792,Karen,,Αγίου Νικολάου,35.29832,25.72392,Entire home/apt,145,5,0,,,1,108
30339883,GRECO LEVANTES VILLAS,227816263,Charoula,,Αγίου Βασιλείου,35.11478,24.55365,Entire home/apt,90,2,3,2019-04-29,0.55,1,265
30343595,Grape Cottage,227840261,HotelPraxis,,Αποκορώνου,35.42458,24.20355,Entire home/apt,220,1,2,2019-05-11,0.38,1,105
30346927,Stavio - Stone houses & studios (West studio).,117091555,Stavros,,Αγίου Βασιλείου,35.20236,24.42112,Entire home/apt,55,3,0,,,5,259
30356625,Psiloritis villa,13591926,Evaggelia,,Μυλοποτάμου,35.30654,24.80681,Entire home/apt,100,4,1,2019-05-27,1,6,365
30356855,The Bridge House,192110141,Katia,,Αγίου Βασιλείου,35.21973,24.53699,Entire home/apt,100,4,3,2019-06-23,0.69,4,351
30357234,Theodore's Residence,215999615,Chrissie,,Χανίων,35.50227,24.04844,Entire home/apt,130,1,0,,,1,0
30357362,The house of Pavlos,18233016,Manolis,,Αμάριου,35.24544,24.57289,Entire home/apt,40,2,0,,,2,363
30357514,"Pelagos Villa, 2 BD, private pool, seafront",40567005,Emmanuel & Yannis,,Ιεράπετρας,34.999,25.79675,Entire home/apt,209,4,0,,,186,271
30359202,Lakoudia Two-Bedroom apartment,27260254,Maria,,Φαιστού,35.01413,24.78598,Entire home/apt,50,3,0,,,3,286
30360055,Lakoudia Two-Bedroom apartment - Split Level,27260254,Maria,,Φαιστού,35.01498,24.78504,Entire home/apt,60,3,0,,,3,292
30361705,"Villa Joanna, luxurious villa in Elounda with pool",227963645,Stefani,,Αγίου Νικολάου,35.26759,25.72026,Entire home/apt,285,4,0,,,1,232
30363454,Moundros 1620 Venetian residence,90177208,Nikolaos,,Ρεθύμνης,35.27571,24.36809,Entire home/apt,43,1,0,,,44,164
30363459,Ktima Elaionas,90177208,Nikolaos,,Ρεθύμνης,35.38718,24.6198,Entire home/apt,138,1,0,,,44,157
30364776,Leto´s Lodge,142178493,Olivers,,Αγίου Νικολάου,35.20584,25.71621,Entire home/apt,1100,1,0,,,22,114
30364781,Villa Zaimis,142178493,Olivers,,Χανίων,35.50165,23.97256,Entire home/apt,451,1,0,,,22,264
30364820,Villa Ilektra,142178493,Olivers,,Χανίων,35.49653,24.16383,Entire home/apt,245,1,0,,,22,140
30364844,Kompsos Villa,142178493,Olivers,,Μαλεβιζίου,35.38721,25.03121,Entire home/apt,761,1,0,,,22,80
30364918,Villa Rigani,142178493,Olivers,,Χανίων,35.49726,24.16337,Entire home/apt,282,1,0,,,22,310
30364920,Villa Menta,142178493,Olivers,,Χανίων,35.50743,24.17598,Entire home/apt,282,1,0,,,22,297
30364934,Daios Two Bedroomed Family Villa,142178493,Olivers,,Αγίου Νικολάου,35.14602,25.71874,Entire home/apt,1814,1,0,,,22,188
30364936,Daios Three Bedroomed Family Villa,142178493,Olivers,,Αγίου Νικολάου,35.14627,25.71728,Entire home/apt,2716,1,0,,,22,170
30364937,Daios The Mansion,142178493,Olivers,,Αγίου Νικολάου,35.14625,25.71884,Entire home/apt,5991,1,0,,,22,196
30366032,VILLA PASIPHAE- BRAND NEW-2min walk from the beach,53250258,Michalis,,Μαλεβιζίου,35.40649,25.01706,Entire home/apt,65,4,3,2019-06-15,1.50,1,268
30369843,Achilleas Villa 1,208844643,Nikos,,Πλατανιά,35.55579,23.76203,Entire home/apt,80,3,0,,,2,302
30371134,Exclusive sea view villa with private beach !,41274700,Turquoise,,Χανίων,35.48921,24.06529,Entire home/apt,445,4,0,,,31,276
30374048,Villa Araucaria,168851619,Nikos,,Ρεθύμνης,35.36548,24.43868,Entire home/apt,240,3,0,,,23,322
30377019,Μοντέρνο διαμέρισμα στο κέντρο του Ηρακλείου,194631238,Ελισσαβετ,,Ηρακλείου,35.33534,25.13522,Entire home/apt,35,3,6,2019-06-26,1.11,1,339
30384129,traditional cretan house near Palaiochora,201039885,Spyros,,Καντάνου - Σέλινου,35.28693,23.65077,Entire home/apt,40,4,0,,,1,291
30389312,Villa Elesia,12389816,Kostas,,Αγίου Βασιλείου,35.2379,24.46846,Entire home/apt,240,7,0,,,142,303
30390331,Traditional Sweet Home in Armeni Village,228199396,Nikos,,Ρεθύμνης,35.30478,24.45956,Entire home/apt,79,3,0,,,1,175
30391455,Arismary cottage home,90177208,Nikolaos,,Αγίου Βασιλείου,35.23932,24.43602,Entire home/apt,106,1,1,2018-12-27,0.16,44,158
30410678,Deluxe One Bedroom Apartment,52821062,Sofia,,Καντάνου - Σέλινου,35.23023,23.68067,Private room,135,2,0,,,5,355
30410710,Superior One Bedroom Apartment,52821062,Sofia,,Καντάνου - Σέλινου,35.2304,23.68,Private room,59,2,0,,,5,350
30413158,Unlimited Blue Chania three bedroom summer house,3835068,Ioannis,,Χανίων,35.51773,24.04134,Entire home/apt,140,4,0,,,6,281
30414458,Villa Nicol:A dream experience you 'll always love,228364140,Andreas,,Αποκορώνου,35.33639,24.17311,Entire home/apt,220,4,0,,,1,104
30414727,Kagiemar Luxury House with Private Pool,228365742,Antonis,,Χανίων,35.48476,23.98891,Entire home/apt,350,3,1,2019-06-07,1,2,73
30414741,Lina's sea view traditional House,148586925,Holidays Chania,,Πλατανιά,35.49836,23.78556,Entire home/apt,60,4,2,2019-05-29,0.95,34,150
30414961,Unlimited Blue Chania one bedroom summer house,3835068,Ioannis,,Χανίων,35.52495,24.05552,Entire home/apt,130,4,0,,,6,281
30415310,Cretan Traditional Stone House,160676188,Meri,,Γόρτυνας,34.98766,24.99294,Entire home/apt,65,2,0,,,2,365
30415386,traditional Cretan home near Matala,210907347,Kaliopi,,Φαιστού,35.02227,24.89135,Entire home/apt,60,1,2,2019-06-02,1.50,1,365
30415885,Grandma's traditional House,148586925,Holidays Chania,,Χανίων,35.50877,24.02183,Entire home/apt,66,4,0,,,34,17
30418214,Cozy and spacious central apartment.,188532552,Xaris,,Ηρακλείου,35.34048,25.13761,Entire home/apt,105,2,4,2019-06-07,1.60,1,324
30418615,Charming house with beautiful view on Souda Bay !,228392337,Nikos,,Χανίων,35.50274,24.05539,Entire home/apt,80,5,0,,,1,349
30423087,Anthi's house. Περιβάλλον φτιαγμένο με αγάπη,96333871,Ανθή,,Ηρακλείου,35.32038,25.11067,Entire home/apt,40,2,0,,,1,365
30432042,Vintage home- midst of nature - fairy tale view.,228491736,Eleni,,Φαιστού,35.0736,24.83089,Entire home/apt,65,4,0,,,1,201
30433374,Anthi's Cottage near Agia Pelagia beach,228500816,Anthi,,Μαλεβιζίου,35.4043,25.01503,Entire home/apt,160,5,0,,,1,79
30442876,Villa with sea view,33673184,View,,Χερσονήσου,35.33024,25.38517,Entire home/apt,89,2,0,,,5,356
30444679,Delightful flat with balconies in the centre,138845960,Athina,,Ρεθύμνης,35.36322,24.47446,Entire home/apt,70,4,0,,,2,233
30445100,Mirsini's Apartment in Chania center,148586925,Holidays Chania,,Χανίων,35.51089,24.0149,Entire home/apt,53,3,0,,,34,292
30456648,★Summer Unique Apt #1 Next to the Sea★,228663109,Giorgos,,Μαλεβιζίου,35.39788,25.02826,Entire home/apt,100,3,0,,,1,353
30457192,ARTIST's COTTAGE 5 min. FROM THE SEA AND ELOUNDA,100380179,Natalia,,Αγίου Νικολάου,35.27149,25.70639,Entire home/apt,60,1,0,,,1,262
30458064,Guest House near Airport & Karteros Beach,228674131,Stella,,Ηρακλείου,35.31457,25.19467,Entire home/apt,59,1,0,,,1,212
30458998,"Galini Breeze - Full Resort (Only Adults, 14 pers)",8387160,Marc,,Αγίου Βασιλείου,35.10013,24.6876,Entire home/apt,375,6,0,,,2,251
30482993,Elounda Villa 1,44831216,Nelson,,Αγίου Νικολάου,35.23337,25.73207,Entire home/apt,1965,3,0,,,6,307
30483256,Elounda Villa 2,44831216,Nelson,,Αγίου Νικολάου,35.24475,25.72655,Entire home/apt,1520,3,0,,,6,323
30485756,The Anemos House,44831216,Nelson,,Αγίου Νικολάου,35.20674,25.71721,Entire home/apt,2110,3,0,,,6,365
30485873,The Hermes House,44831216,Nelson,,Αγίου Νικολάου,35.20088,25.71433,Entire home/apt,1100,3,0,,,6,365
30486789,Ciel Collection Junior Sea View Suite,228820715,Michael,,Χανίων,35.51529,24.02761,Private room,100,1,0,,,2,265
30487276,Ciel Collection Superior Sea Front Suite,228820715,Michael,,Χανίων,35.51502,24.02682,Entire home/apt,100,1,0,,,2,263
30489912,Ariadnes at efkleidou apartment,200523648,Αριάδνη,,Ηρακλείου,35.32909,25.13022,Entire home/apt,30,2,2,2019-06-16,2,3,305
30491320,Mythic Olive - Luminous & Spacious Pool Villa,1653525,Nikos,,Χανίων,35.47914,23.97164,Entire home/apt,235,5,0,,,105,310
30491339,Villa Calma,228834489,Calma,,Αγίου Νικολάου,35.309,25.51851,Entire home/apt,300,5,0,,,1,112
30491942,Central Urban flat with uninterrupted Seaview,228848366,Kostas,,Ηρακλείου,35.3412,25.12817,Entire home/apt,100,2,0,,,2,35
30492564,The little jewel next to the sea,228849569,Andreas,,Ρεθύμνης,35.36551,24.48426,Entire home/apt,29,2,0,,,2,57
30494956,Villa Ocean amazing view to infinity blue,228250164,Penny,,Μαλεβιζίου,35.38497,25.03566,Entire home/apt,300,4,0,,,13,348
30496847,Amaen Luxury House with Private Pool,228882555,Αρτέμης,,Χανίων,35.48493,23.98961,Entire home/apt,300,3,2,2019-05-14,1.15,2,77
30498153,Achilleas Villa 2,208844643,Nikos,,Πλατανιά,35.55518,23.76353,Entire home/apt,100,3,0,,,2,325
30498216,Superior Studio of Villa Ocean amazing sea view,228250164,Penny,,Μαλεβιζίου,35.386,25.03629,Entire home/apt,140,3,0,,,13,356
30500208,"Dream City Apartment, near Beach & Venetian Port",1653525,Nikos,,Χανίων,35.51543,24.01188,Entire home/apt,63,3,15,2019-06-19,3.06,105,200
30503523,Elda Strandhaus,29214684,Claudia,,Βιάννου,34.99743,25.38858,Entire home/apt,96,4,1,2019-06-03,1,70,290
30505311,Villa Kalo Chorio,3428999,Dim,,Χερσονήσου,35.27635,25.33952,Entire home/apt,100,5,0,,,1,343
30515551,Single room apartment - 100m from beach & Old Town,229002735,Stelios,,Χανίων,35.51584,24.02743,Entire home/apt,27,6,1,2019-06-14,1,3,208
30516393,White House ELENA | by The Sea,229007269,Helen,,Χερσονήσου,35.33128,25.26893,Entire home/apt,75,2,0,,,5,249
30517925,AKTI,229016011,Andreas,,Χανίων,35.51135,23.98366,Private room,45,1,0,,,2,65
30518733,"Nikos Villa, with pool and view to Libyan sea!",23306163,Elizabeth,,Αγίου Βασιλείου,35.12894,24.55951,Entire home/apt,117,5,0,,,27,67
30519861,AKTI,229016011,Andreas,,Χανίων,35.51143,23.98402,Private room,45,1,0,,,2,251
30522173,"Lyria Home, 2 BD, 3 BA, peaceful nature",40567005,Emmanuel & Yannis,,Κισσάμου,35.48467,23.71638,Entire home/apt,80,4,0,,,186,336
30522210,Casa Centrale,174510758,Michalis,,Ηρακλείου,35.33801,25.13712,Entire home/apt,300,1,4,2019-04-29,0.85,2,347
30522832,"Elephant House, Luxurious & cozy,  center point",229043929,Eleni,,Ηρακλείου,35.33307,25.13757,Entire home/apt,35,2,19,2019-06-24,4.56,2,231
30525761,White House KOSTAS | by The Sea,229007269,Helen,,Χερσονήσου,35.33174,25.26706,Entire home/apt,75,1,1,2019-06-23,1,5,256
30526845,Apartment 2 minutes from the airport and the port,186487859,Antigoni,,Ηρακλείου,35.33539,25.15892,Entire home/apt,35,2,0,,,1,0
30527031,White House MINAS | by The Sea,229007269,Helen,,Χερσονήσου,35.33216,25.26863,Entire home/apt,75,2,0,,,5,112
30545118,"2Floor House,Next to Beach & All Amenities",61036077,Stratos,,Ρεθύμνης,35.36806,24.50239,Entire home/apt,76,3,0,,,92,67
30545127,Platanos Anopoli Sfakia Mountain View double room.,106579330,Kopasis,,Σφακίων,35.21818,24.08592,Private room,31,1,1,2019-05-14,0.68,3,247
30545685,Platanos Anopoli Sfakia Mountain View triple room!,106579330,Kopasis,,Σφακίων,35.21846,24.08618,Private room,35,1,0,,,3,99
30547027,Despina's House,85357835,Despina,,Σητείας,35.18328,25.90397,Entire home/apt,65,2,2,2019-06-23,1.03,2,325
30548336,Villa Rea-Bluefairy Villas with lake and sea views,5331370,Bluefairy,,Αποκορώνου,35.32995,24.28229,Entire home/apt,100,5,0,,,3,322
30548568,Kelaidi's House Chania,229205768,Georgia,,Χανίων,35.46817,24.14894,Entire home/apt,60,7,0,,,1,353
30549315,White House KATERINA | by The Sea,229007269,Helen,,Χερσονήσου,35.33213,25.26805,Entire home/apt,75,2,0,,,5,97
